Кампания;Группа;Фраза;Заголовок;Текст;Ссылка;Цена;Частотность;Сегмент;Приоритет;Рекомендация_ставка
City2City_DIRECT_TEST;Нижний Новгород - Санкт-Петербург;такси Нижний Новгород Санкт-Петербург цена;Такси Нижний Новгород → Санкт-Петербург;Заказать такси Нижний Новгород – Санкт-Петербург. Фиксированная цена 33900₽. Ком…;https://city2city.ru/nizhnij-novgorod-sankt-peterburg;33900;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Санкт-Петербург;заказать такси Нижний Новгород Санкт-Петербург;Такси Нижний Новгород → Санкт-Петербург;Заказать такси Нижний Новгород – Санкт-Петербург. Фиксированная цена 33900₽. Ком…;https://city2city.ru/nizhnij-novgorod-sankt-peterburg;33900;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Ростов-на-Дону;такси Нижний Новгород Ростов-на-Дону;Такси Нижний Новгород → Ростов-на-Дону;Заказать такси Нижний Новгород – Ростов-на-Дону. Фиксированная цена 38700₽. Комф…;https://city2city.ru/nizhnij-novgorod-rostov-na-donu;38700;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Ростов-на-Дону;такси Нижний Новгород Ростов-на-Дону цена;Такси Нижний Новгород → Ростов-на-Дону;Заказать такси Нижний Новгород – Ростов-на-Дону. Фиксированная цена 38700₽. Комф…;https://city2city.ru/nizhnij-novgorod-rostov-na-donu;38700;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Ростов-на-Дону;заказать такси Нижний Новгород Ростов-на-Дону;Такси Нижний Новгород → Ростов-на-Дону;Заказать такси Нижний Новгород – Ростов-на-Дону. Фиксированная цена 38700₽. Комф…;https://city2city.ru/nizhnij-novgorod-rostov-na-donu;38700;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Самара;такси Нижний Новгород Самара;Такси Нижний Новгород → Самара;Заказать такси Нижний Новгород – Самара. Фиксированная цена 21000₽. Комфортные а…;https://city2city.ru/nizhnij-novgorod-samara;21000;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Самара;такси Нижний Новгород Самара цена;Такси Нижний Новгород → Самара;Заказать такси Нижний Новгород – Самара. Фиксированная цена 21000₽. Комфортные а…;https://city2city.ru/nizhnij-novgorod-samara;21000;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Самара;заказать такси Нижний Новгород Самара;Такси Нижний Новгород → Самара;Заказать такси Нижний Новгород – Самара. Фиксированная цена 21000₽. Комфортные а…;https://city2city.ru/nizhnij-novgorod-samara;21000;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Ростов;такси Нижний Новгород Ростов;Такси Нижний Новгород → Ростов;Заказать такси Нижний Новгород – Ростов. Фиксированная цена 38500₽. Комфортные а…;https://city2city.ru/nizhnij-novgorod-rostov-velikij;38500;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Ростов;такси Нижний Новгород Ростов цена;Такси Нижний Новгород → Ростов;Заказать такси Нижний Новгород – Ростов. Фиксированная цена 38500₽. Комфортные а…;https://city2city.ru/nizhnij-novgorod-rostov-velikij;38500;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Ростов;заказать такси Нижний Новгород Ростов;Такси Нижний Новгород → Ростов;Заказать такси Нижний Новгород – Ростов. Фиксированная цена 38500₽. Комфортные а…;https://city2city.ru/nizhnij-novgorod-rostov-velikij;38500;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тюмень - Уфа;такси Тюмень Уфа;Такси Тюмень → Уфа;Заказать такси Тюмень – Уфа. Фиксированная цена 27000₽. Комфортные авто.;https://city2city.ru/tyumen-ufa;27000;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тюмень - Уфа;такси Тюмень Уфа цена;Такси Тюмень → Уфа;Заказать такси Тюмень – Уфа. Фиксированная цена 27000₽. Комфортные авто.;https://city2city.ru/tyumen-ufa;27000;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тюмень - Уфа;заказать такси Тюмень Уфа;Такси Тюмень → Уфа;Заказать такси Тюмень – Уфа. Фиксированная цена 27000₽. Комфортные авто.;https://city2city.ru/tyumen-ufa;27000;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Хабаровск - Чита;такси Хабаровск Чита;Такси Хабаровск → Чита;Заказать такси Хабаровск – Чита. Фиксированная цена 63200₽. Комфортные авто.;https://city2city.ru/xabarovsk-chita;63200;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Хабаровск - Чита;такси Хабаровск Чита цена;Такси Хабаровск → Чита;Заказать такси Хабаровск – Чита. Фиксированная цена 63200₽. Комфортные авто.;https://city2city.ru/xabarovsk-chita;63200;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Хабаровск - Чита;заказать такси Хабаровск Чита;Такси Хабаровск → Чита;Заказать такси Хабаровск – Чита. Фиксированная цена 63200₽. Комфортные авто.;https://city2city.ru/xabarovsk-chita;63200;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Санкт-Петербург - Нижний Новгород;такси Санкт-Петербург Нижний Новгород;Такси Санкт-Петербург → Нижний Новгород;Заказать такси Санкт-Петербург – Нижний Новгород. Фиксированная цена 34200₽. Ком…;https://city2city.ru/sankt-peterburg-nizhnij-novgorod;34200;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Санкт-Петербург - Нижний Новгород;такси Санкт-Петербург Нижний Новгород цена;Такси Санкт-Петербург → Нижний Новгород;Заказать такси Санкт-Петербург – Нижний Новгород. Фиксированная цена 34200₽. Ком…;https://city2city.ru/sankt-peterburg-nizhnij-novgorod;34200;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Санкт-Петербург - Нижний Новгород;заказать такси Санкт-Петербург Нижний Новгород;Такси Санкт-Петербург → Нижний Новгород;Заказать такси Санкт-Петербург – Нижний Новгород. Фиксированная цена 34200₽. Ком…;https://city2city.ru/sankt-peterburg-nizhnij-novgorod;34200;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Иваново - Рязань;такси Иваново Рязань;Такси Иваново → Рязань;Заказать такси Иваново – Рязань. Фиксированная цена 10500₽. Комфортные авто.;https://city2city.ru/ivanovo-ryazan;10500;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Иваново - Рязань;такси Иваново Рязань цена;Такси Иваново → Рязань;Заказать такси Иваново – Рязань. Фиксированная цена 10500₽. Комфортные авто.;https://city2city.ru/ivanovo-ryazan;10500;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Иваново - Рязань;заказать такси Иваново Рязань;Такси Иваново → Рязань;Заказать такси Иваново – Рязань. Фиксированная цена 10500₽. Комфортные авто.;https://city2city.ru/ivanovo-ryazan;10500;18;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Саратов - Нижний Новгород;такси Саратов Нижний Новгород;Такси Саратов → Нижний Новгород;Заказать такси Саратов – Нижний Новгород. Фиксированная цена 20100₽. Комфортные…;https://city2city.ru/saratov-nizhnij-novgorod;20100;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Саратов - Нижний Новгород;такси Саратов Нижний Новгород цена;Такси Саратов → Нижний Новгород;Заказать такси Саратов – Нижний Новгород. Фиксированная цена 20100₽. Комфортные…;https://city2city.ru/saratov-nizhnij-novgorod;20100;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Саратов - Нижний Новгород;заказать такси Саратов Нижний Новгород;Такси Саратов → Нижний Новгород;Заказать такси Саратов – Нижний Новгород. Фиксированная цена 20100₽. Комфортные…;https://city2city.ru/saratov-nizhnij-novgorod;20100;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Белгород - Вологда;такси Белгород Вологда;Такси Белгород → Вологда;Заказать такси Белгород – Вологда. Фиксированная цена 33900₽. Комфортные авто.;https://city2city.ru/belgorod-vologda;33900;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Белгород - Вологда;такси Белгород Вологда цена;Такси Белгород → Вологда;Заказать такси Белгород – Вологда. Фиксированная цена 33900₽. Комфортные авто.;https://city2city.ru/belgorod-vologda;33900;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Белгород - Вологда;заказать такси Белгород Вологда;Такси Белгород → Вологда;Заказать такси Белгород – Вологда. Фиксированная цена 33900₽. Комфортные авто.;https://city2city.ru/belgorod-vologda;33900;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Саратов;такси Нижний Новгород Саратов;Такси Нижний Новгород → Саратов;Заказать такси Нижний Новгород – Саратов. Фиксированная цена 19000₽. Комфортные…;https://city2city.ru/nizhniy_novgorod-saratov;19000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Саратов;такси Нижний Новгород Саратов цена;Такси Нижний Новгород → Саратов;Заказать такси Нижний Новгород – Саратов. Фиксированная цена 19000₽. Комфортные…;https://city2city.ru/nizhniy_novgorod-saratov;19000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Нижний Новгород - Саратов;заказать такси Нижний Новгород Саратов;Такси Нижний Новгород → Саратов;Заказать такси Нижний Новгород – Саратов. Фиксированная цена 19000₽. Комфортные…;https://city2city.ru/nizhniy_novgorod-saratov;19000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Самара - Челябинск;такси Самара Челябинск;Такси Самара → Челябинск;Заказать такси Самара – Челябинск. Фиксированная цена 26000₽. Комфортные авто.;https://city2city.ru/samara-chelyabinsk;26000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Самара - Челябинск;такси Самара Челябинск цена;Такси Самара → Челябинск;Заказать такси Самара – Челябинск. Фиксированная цена 26000₽. Комфортные авто.;https://city2city.ru/samara-chelyabinsk;26000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Самара - Челябинск;заказать такси Самара Челябинск;Такси Самара → Челябинск;Заказать такси Самара – Челябинск. Фиксированная цена 26000₽. Комфортные авто.;https://city2city.ru/samara-chelyabinsk;26000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Казань - Пермь;такси Казань Пермь;Такси Казань → Пермь;Заказать такси Казань – Пермь. Фиксированная цена 20000₽. Комфортные авто.;https://city2city.ru/kazan-perm;20000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Казань - Пермь;такси Казань Пермь цена;Такси Казань → Пермь;Заказать такси Казань – Пермь. Фиксированная цена 20000₽. Комфортные авто.;https://city2city.ru/kazan-perm;20000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Казань - Пермь;заказать такси Казань Пермь;Такси Казань → Пермь;Заказать такси Казань – Пермь. Фиксированная цена 20000₽. Комфортные авто.;https://city2city.ru/kazan-perm;20000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Оренбург - Бугульма;такси Оренбург Бугульма;Такси Оренбург → Бугульма;Заказать такси Оренбург – Бугульма. Фиксированная цена 12200₽. Комфортные авто.;https://city2city.ru/orenburg-bugulma;12200;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Оренбург - Бугульма;такси Оренбург Бугульма цена;Такси Оренбург → Бугульма;Заказать такси Оренбург – Бугульма. Фиксированная цена 12200₽. Комфортные авто.;https://city2city.ru/orenburg-bugulma;12200;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Оренбург - Бугульма;заказать такси Оренбург Бугульма;Такси Оренбург → Бугульма;Заказать такси Оренбург – Бугульма. Фиксированная цена 12200₽. Комфортные авто.;https://city2city.ru/orenburg-bugulma;12200;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Пермь - Киров;такси Пермь Киров;Такси Пермь → Киров;Заказать такси Пермь – Киров. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/perm-kirov;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Пермь - Киров;такси Пермь Киров цена;Такси Пермь → Киров;Заказать такси Пермь – Киров. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/perm-kirov;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Пермь - Киров;заказать такси Пермь Киров;Такси Пермь → Киров;Заказать такси Пермь – Киров. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/perm-kirov;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Киров - Пермь;такси Киров Пермь;Такси Киров → Пермь;Заказать такси Киров – Пермь. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/kirov-perm;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Киров - Пермь;такси Киров Пермь цена;Такси Киров → Пермь;Заказать такси Киров – Пермь. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/kirov-perm;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Киров - Пермь;заказать такси Киров Пермь;Такси Киров → Пермь;Заказать такси Киров – Пермь. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/kirov-perm;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Пермь - Казань;такси Пермь Казань;Такси Пермь → Казань;Заказать такси Пермь – Казань. Фиксированная цена 17500₽. Комфортные авто.;https://city2city.ru/perm-kazan;17500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Пермь - Казань;такси Пермь Казань цена;Такси Пермь → Казань;Заказать такси Пермь – Казань. Фиксированная цена 17500₽. Комфортные авто.;https://city2city.ru/perm-kazan;17500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Пермь - Казань;заказать такси Пермь Казань;Такси Пермь → Казань;Заказать такси Пермь – Казань. Фиксированная цена 17500₽. Комфортные авто.;https://city2city.ru/perm-kazan;17500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Саратов - Тольятти;такси Саратов Тольятти;Такси Саратов → Тольятти;Заказать такси Саратов – Тольятти. Фиксированная цена 12500₽. Комфортные авто.;https://city2city.ru/saratov-tolyatti;12500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Саратов - Тольятти;такси Саратов Тольятти цена;Такси Саратов → Тольятти;Заказать такси Саратов – Тольятти. Фиксированная цена 12500₽. Комфортные авто.;https://city2city.ru/saratov-tolyatti;12500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Саратов - Тольятти;заказать такси Саратов Тольятти;Такси Саратов → Тольятти;Заказать такси Саратов – Тольятти. Фиксированная цена 12500₽. Комфортные авто.;https://city2city.ru/saratov-tolyatti;12500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Томск - Барнаул;такси Томск Барнаул;Такси Томск → Барнаул;Заказать такси Томск – Барнаул. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/tomsk-barnaul;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Томск - Барнаул;такси Томск Барнаул цена;Такси Томск → Барнаул;Заказать такси Томск – Барнаул. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/tomsk-barnaul;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Томск - Барнаул;заказать такси Томск Барнаул;Такси Томск → Барнаул;Заказать такси Томск – Барнаул. Фиксированная цена 14500₽. Комфортные авто.;https://city2city.ru/tomsk-barnaul;14500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Самара - Сочи;такси Самара Сочи;Такси Самара → Сочи;Заказать такси Самара – Сочи. Фиксированная цена 54000₽. Комфортные авто.;https://city2city.ru/samara-sochi;54000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Самара - Сочи;такси Самара Сочи цена;Такси Самара → Сочи;Заказать такси Самара – Сочи. Фиксированная цена 54000₽. Комфортные авто.;https://city2city.ru/samara-sochi;54000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Самара - Сочи;заказать такси Самара Сочи;Такси Самара → Сочи;Заказать такси Самара – Сочи. Фиксированная цена 54000₽. Комфортные авто.;https://city2city.ru/samara-sochi;54000;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Липецк - Белгород;такси Липецк Белгород;Такси Липецк → Белгород;Заказать такси Липецк – Белгород. Фиксированная цена 11500₽. Комфортные авто.;https://city2city.ru/lipeczk-belgorod;11500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Липецк - Белгород;такси Липецк Белгород цена;Такси Липецк → Белгород;Заказать такси Липецк – Белгород. Фиксированная цена 11500₽. Комфортные авто.;https://city2city.ru/lipeczk-belgorod;11500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Липецк - Белгород;заказать такси Липецк Белгород;Такси Липецк → Белгород;Заказать такси Липецк – Белгород. Фиксированная цена 11500₽. Комфортные авто.;https://city2city.ru/lipeczk-belgorod;11500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Казань - Стерлитамак;такси Казань Стерлитамак;Такси Казань → Стерлитамак;Заказать такси Казань – Стерлитамак. Фиксированная цена 18500₽. Комфортные авто.;https://city2city.ru/kazan-sterlitamak;18500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Казань - Стерлитамак;такси Казань Стерлитамак цена;Такси Казань → Стерлитамак;Заказать такси Казань – Стерлитамак. Фиксированная цена 18500₽. Комфортные авто.;https://city2city.ru/kazan-sterlitamak;18500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Казань - Стерлитамак;заказать такси Казань Стерлитамак;Такси Казань → Стерлитамак;Заказать такси Казань – Стерлитамак. Фиксированная цена 18500₽. Комфортные авто.;https://city2city.ru/kazan-sterlitamak;18500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Липецк - Сокол;такси Липецк Сокол;Такси Липецк → Сокол;Заказать такси Липецк – Сокол. Фиксированная цена 29500₽. Комфортные авто.;https://city2city.ru/lipeczk-sokol;29500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Липецк - Сокол;такси Липецк Сокол цена;Такси Липецк → Сокол;Заказать такси Липецк – Сокол. Фиксированная цена 29500₽. Комфортные авто.;https://city2city.ru/lipeczk-sokol;29500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Липецк - Сокол;заказать такси Липецк Сокол;Такси Липецк → Сокол;Заказать такси Липецк – Сокол. Фиксированная цена 29500₽. Комфортные авто.;https://city2city.ru/lipeczk-sokol;29500;17;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Благовещенск - Хабаровск;такси Благовещенск Хабаровск;Такси Благовещенск → Хабаровск;Заказать такси Благовещенск – Хабаровск. Фиксированная цена 21600₽. Комфортные а…;https://city2city.ru/blagoveshhensk-xabarovsk;21600;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Благовещенск - Хабаровск;такси Благовещенск Хабаровск цена;Такси Благовещенск → Хабаровск;Заказать такси Благовещенск – Хабаровск. Фиксированная цена 21600₽. Комфортные а…;https://city2city.ru/blagoveshhensk-xabarovsk;21600;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Благовещенск - Хабаровск;заказать такси Благовещенск Хабаровск;Такси Благовещенск → Хабаровск;Заказать такси Благовещенск – Хабаровск. Фиксированная цена 21600₽. Комфортные а…;https://city2city.ru/blagoveshhensk-xabarovsk;21600;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Курск - Тула;такси Курск Тула;Такси Курск → Тула;Заказать такси Курск – Тула. Фиксированная цена 10400₽. Комфортные авто.;https://city2city.ru/kursk-tula;10400;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Курск - Тула;такси Курск Тула цена;Такси Курск → Тула;Заказать такси Курск – Тула. Фиксированная цена 10400₽. Комфортные авто.;https://city2city.ru/kursk-tula;10400;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Курск - Тула;заказать такси Курск Тула;Такси Курск → Тула;Заказать такси Курск – Тула. Фиксированная цена 10400₽. Комфортные авто.;https://city2city.ru/kursk-tula;10400;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Элиста - Ростов-на-Дону;такси Элиста Ростов-на-Дону;Такси Элиста → Ростов-на-Дону;Заказать такси Элиста – Ростов-на-Дону. Фиксированная цена 13500₽. Комфортные ав…;https://city2city.ru/elista-rostov-na-donu;13500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Элиста - Ростов-на-Дону;такси Элиста Ростов-на-Дону цена;Такси Элиста → Ростов-на-Дону;Заказать такси Элиста – Ростов-на-Дону. Фиксированная цена 13500₽. Комфортные ав…;https://city2city.ru/elista-rostov-na-donu;13500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Элиста - Ростов-на-Дону;заказать такси Элиста Ростов-на-Дону;Такси Элиста → Ростов-на-Дону;Заказать такси Элиста – Ростов-на-Дону. Фиксированная цена 13500₽. Комфортные ав…;https://city2city.ru/elista-rostov-na-donu;13500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тула - Курск;такси Тула Курск;Такси Тула → Курск;Заказать такси Тула – Курск. Фиксированная цена 10500₽. Комфортные авто.;https://city2city.ru/tula-kursk;10500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тула - Курск;такси Тула Курск цена;Такси Тула → Курск;Заказать такси Тула – Курск. Фиксированная цена 10500₽. Комфортные авто.;https://city2city.ru/tula-kursk;10500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тула - Курск;заказать такси Тула Курск;Такси Тула → Курск;Заказать такси Тула – Курск. Фиксированная цена 10500₽. Комфортные авто.;https://city2city.ru/tula-kursk;10500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Луганск - Симферополь;такси Луганск Симферополь;Такси Луганск → Симферополь;Заказать такси Луганск – Симферополь. Фиксированная цена 21500₽. Комфортные авто.;https://city2city.ru/lugansk-simferopol;21500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Луганск - Симферополь;такси Луганск Симферополь цена;Такси Луганск → Симферополь;Заказать такси Луганск – Симферополь. Фиксированная цена 21500₽. Комфортные авто.;https://city2city.ru/lugansk-simferopol;21500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Луганск - Симферополь;заказать такси Луганск Симферополь;Такси Луганск → Симферополь;Заказать такси Луганск – Симферополь. Фиксированная цена 21500₽. Комфортные авто.;https://city2city.ru/lugansk-simferopol;21500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Воронеж - Санкт-Петербург;такси Воронеж Санкт-Петербург;Такси Воронеж → Санкт-Петербург;Заказать такси Воронеж – Санкт-Петербург. Фиксированная цена 37000₽. Комфортные…;https://city2city.ru/voronezh-sankt-peterburg;37000;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Воронеж - Санкт-Петербург;такси Воронеж Санкт-Петербург цена;Такси Воронеж → Санкт-Петербург;Заказать такси Воронеж – Санкт-Петербург. Фиксированная цена 37000₽. Комфортные…;https://city2city.ru/voronezh-sankt-peterburg;37000;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Воронеж - Санкт-Петербург;заказать такси Воронеж Санкт-Петербург;Такси Воронеж → Санкт-Петербург;Заказать такси Воронеж – Санкт-Петербург. Фиксированная цена 37000₽. Комфортные…;https://city2city.ru/voronezh-sankt-peterburg;37000;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тюмень - Советский;такси Тюмень Советский;Такси Тюмень → Советский;Заказать такси Тюмень – Советский. Фиксированная цена 31000₽. Комфортные авто.;https://city2city.ru/tyumen-sovetskij;31000;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тюмень - Советский;такси Тюмень Советский цена;Такси Тюмень → Советский;Заказать такси Тюмень – Советский. Фиксированная цена 31000₽. Комфортные авто.;https://city2city.ru/tyumen-sovetskij;31000;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Тюмень - Советский;заказать такси Тюмень Советский;Такси Тюмень → Советский;Заказать такси Тюмень – Советский. Фиксированная цена 31000₽. Комфортные авто.;https://city2city.ru/tyumen-sovetskij;31000;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Томск - Шарыпово;такси Томск Шарыпово;Такси Томск → Шарыпово;Заказать такси Томск – Шарыпово. Фиксированная цена 11500₽. Комфортные авто.;https://city2city.ru/tomsk-sharypovo;11500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Томск - Шарыпово;такси Томск Шарыпово цена;Такси Томск → Шарыпово;Заказать такси Томск – Шарыпово. Фиксированная цена 11500₽. Комфортные авто.;https://city2city.ru/tomsk-sharypovo;11500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Томск - Шарыпово;заказать такси Томск Шарыпово;Такси Томск → Шарыпово;Заказать такси Томск – Шарыпово. Фиксированная цена 11500₽. Комфортные авто.;https://city2city.ru/tomsk-sharypovo;11500;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Уфа - Архангельск;такси Уфа Архангельск;Такси Уфа → Архангельск;Заказать такси Уфа – Архангельск. Фиксированная цена 57300₽. Комфортные авто.;https://city2city.ru/ufa-arxangelsk;57300;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
City2City_DIRECT_TEST;Уфа - Архангельск;такси Уфа Архангельск цена;Такси Уфа → Архангельск;Заказать такси Уфа – Архангельск. Фиксированная цена 57300₽. Комфортные авто.;https://city2city.ru/ufa-arxangelsk;57300;16;DIRECT_TEST;СРЕДНИЙ;30-50₽
